Id	ProcCoord1_fl	ProcCoord2_fl	ProcCoord3_fl	ProcCoord4_fl	ProcCoord5_fl	ProcCoord6_fl	ProcCoord7_fl	ProcCoord8_fl	ProcCoord9_fl	ProcCoord10_fl	ProcCoord11_fl	ProcCoord12_fl	ProcCoord13_fl	ProcCoord14_fl	ProcCoord15_fl	ProcCoord16_fl	ProcCoord17_fl	ProcCoord18_fl	ProcCoord19_fl	ProcCoord20_fl	ProcCoord21_fl	ProcCoord22_fl	ProcCoord23_fl	ProcCoord24_fl	ProcCoord25_fl	ProcCoord26_fl
HMED201_1_fl	-0.029400529275922405	0.5795740227314938	0.00579706717318753	0.35363260339329056	-0.13704931476789073	0.2245177500463372	-0.25438718859191367	-0.07045399717625431	-0.0952817857856006	-0.013151582548494134	-0.08139087937189869	-0.22498659250333364	-0.04477708376548081	-0.19665409318187285	0.004944711928778184	-0.27964701980795786	0.058386286469358784	-0.18347395727645438	0.09881127781012361	-0.21338170108183008	0.09449631598158674	-0.05479320888726068	0.22215418652470678	-0.1087639692020739	0.15769693567096477	0.1875817454944108
HMED201_3_fl	-0.06877186898398065	0.5350979021887283	0.02031821567966477	0.34847655519517096	-0.1345530483615972	0.21510674846658795	-0.2614358721781105	-0.03864534219351676	-0.10377509080887574	0.009762610215634408	-0.11042144062774838	-0.2233582191361747	-0.05519688677885904	-0.1858046978890541	-0.007813947561022154	-0.3030785052410637	0.05268287348230234	-0.21517264693008803	0.1070329834997607	-0.24468983431593339	0.10443026611503749	-0.016586800554062073	0.2579348298666429	-0.04422897550543699	0.19956898665678546	0.16312120569920796
HMED201_4_fl	-0.014239035299156641	0.6215599884522656	-0.006731024860507251	0.40412816584598404	-0.15728209732440024	0.19860203376771743	-0.19299462598224978	-0.11264569161560559	-0.0958907819660235	-0.057002034393261375	-0.06166309000133925	-0.220687225371225	-0.03965986975955797	-0.20337490341889966	2.5067966823496754E-4	-0.22557372173041096	0.021028190250005258	-0.19587333858936154	0.04879024249648814	-0.2141543861368278	0.09485545469661014	-0.05751420113435784	0.2158384244163686	-0.09846763471112789	0.18769753366552713	0.16100294903511095
HMED201_5_fl	-0.005557373889032213	0.5630619705068586	0.005579987667558149	0.4515359755874698	-0.12192085064933418	0.2102978118718111	-0.19979769152949065	-0.12059599492278993	-0.09323782534333921	-0.054683774912659446	-0.06357593324446967	-0.2293706032787171	-0.04225981954513157	-0.21131461485559003	-0.004757492666265548	-0.2582858746112012	0.030277808903702456	-0.19865697696598283	0.05312141535931322	-0.2155030407542078	0.068564117526139	-0.047745058592596895	0.2201769685474892	-0.09573359269506078	0.15338668886286067	0.20699377362266608
HMED201_7_fl	-0.013304965504128505	0.5514341438485771	-0.008160325446361895	0.43276037496415676	-0.13147076862283494	0.1945823199954082	-0.2235272240970697	-0.09605828512820848	-0.10483432134874483	-0.060842554805082286	-0.0935201163035619	-0.21084752025105702	-0.056301287842428674	-0.19113382928531011	-0.015042615135789066	-0.27157386330408434	0.04681220107751466	-0.19137254121672145	0.08710712054936465	-0.22351587669510803	0.10147866689543933	-0.03951590461968373	0.23573944982685124	-0.06943983090046313	0.17502418595175018	0.17552336739757665
HMED201_8_fl	-3.837956379109733E-4	0.5266124671605769	-0.023230965315538574	0.35553732884108774	-0.18178481308280248	0.23363068711992085	-0.27829157143397987	-0.06677251448669272	-0.1275701252677137	-0.014218032989036601	-0.10231096458753353	-0.2340311286845403	-0.04400048748580469	-0.1844882771635319	0.017077512422082615	-0.2876100769609989	0.05776726227677381	-0.17269172701391955	0.12443864937800075	-0.22220300801630188	0.09213665556707709	0.001498052430008539	0.24901147591699976	-0.07599428499245056	0.21714116725034996	0.14073051475587836
HMED201_9_fl	0.02598502000483182	0.5546745923012525	0.012500977972795535	0.3594082282430557	-0.13680248927732058	0.238724276617998	-0.24257949202965154	-0.12835855974311608	-0.09806312758211432	-0.05698458226225285	-0.09055105887287873	-0.23402294082172292	-0.048661371548190085	-0.2012078972048833	-8.956599754166364E-4	-0.26337722322490376	0.040290845108435634	-0.1962094023054632	0.07110479149906691	-0.23364023213448554	0.104041520989694	-0.03661297394772974	0.2365483969720842	-0.04829056275588631	0.127081646738664	0.24589727723813748
HMED201_11_fl	0.0074452113175976845	0.557810079258019	-0.005387882977091606	0.3544134699421687	-0.14272745099258172	0.17769200194222692	-0.24034887470761632	-0.06065009414939396	-0.10248263832971988	-0.022407504291575515	-0.10673810056137631	-0.2425012214990976	-0.0657212616933591	-0.201619527170057	-0.03127207185966105	-0.3032597858956372	0.04772951063186273	-0.17652861841876716	0.12166200003781338	-0.21889420878424581	0.09720647187656128	-0.012691644337499298	0.26268689257855615	-0.03792159348325687	0.15794819467901478	0.1865586468871158
HMED201_13_fl	0.010790053540147698	0.5484299642012267	0.01979146931073847	0.33223601246149703	-0.13539398459909424	0.2505291567632961	-0.23007001583877473	-0.12460151221355004	-0.10993703920287083	-0.07186323598616123	-0.08084351583760732	-0.24584643028812542	-0.059166539634879944	-0.22610606440849582	-0.02562582370613487	-0.27639528487319953	0.025290859407249663	-0.1750396246205112	0.07569958697173819	-0.23252170293497337	0.0885538500221178	0.03860755972978293	0.2595498183335498	-0.05432569056384394	0.16136128123382024	0.23689685273305824
HMED202_2_fl	0.026524452729558015	0.534293280254571	-0.014749397158830932	0.3247144322490884	-0.12989723101113898	0.22239709196085916	-0.25535144613617505	-0.09313850034197421	-0.08553883511685255	0.02034790747650938	-0.16555924048494192	-0.23870306513738937	-0.09678986898719169	-0.1910502406308141	0.015207295267635736	-0.349909026048081	0.08688017048003943	-0.17112133183907013	0.15828038651287424	-0.20647667212488208	0.09101524431861883	0.013899830087761971	0.23536311150355757	-0.0475424171146251	0.1346153580828477	0.18228871120804654
