Id	ProcCoord1_sh	ProcCoord2_sh	ProcCoord3_sh	ProcCoord4_sh	ProcCoord5_sh	ProcCoord6_sh	ProcCoord7_sh	ProcCoord8_sh	ProcCoord9_sh	ProcCoord10_sh	ProcCoord11_sh	ProcCoord12_sh	ProcCoord13_sh	ProcCoord14_sh	ProcCoord15_sh	ProcCoord16_sh	ProcCoord17_sh	ProcCoord18_sh	ProcCoord19_sh	ProcCoord20_sh	ProcCoord21_sh	ProcCoord22_sh	ProcCoord23_sh	ProcCoord24_sh	ProcCoord25_sh	ProcCoord26_sh
HMAC004_1_sh	-0.042476976191060604	0.6721784284892398	0.008356201242356979	0.2649487079423965	-0.03281767329003553	0.20112904119327055	-0.21387153534235426	-0.059444762102313725	-0.07486377106789104	-0.03295056187699038	-0.14653586306980082	-0.20615178628894748	-0.05705863587966243	-0.15208637863014549	-0.0031043614487804502	-0.32531513785095223	0.05666716469520207	-0.18047607674045552	0.12446306656082698	-0.2187676150896496	0.0883171616574102	-0.0529794939405194	0.2417712930743395	-0.09654929275717508	0.05115392905944881	0.1864649276522414
HMAC004_2_sh	0.008709510118865608	0.5995034134776893	-0.01105314093279534	0.27386769007531064	-0.06967525900888556	0.2095434474515972	-0.2792308462465122	-0.055256012261334655	-0.117044025587634	-0.018491521782462966	-0.15676151120276194	-0.22926521308993794	-0.07304198284787548	-0.18224394737099756	0.007809041002206543	-0.3141798019302508	0.08646348384025876	-0.17476732218414784	0.17321276102446598	-0.192582247791804	0.09737906309517777	-0.03348266927299535	0.2598093316863348	-0.07527389305970472	0.0734235750591554	0.19262807773903856
HMAC004_3_sh	-0.010398900726446364	0.5961200501115195	-0.033501502130926036	0.3238901919701247	-0.11101106410165519	0.2261164827172552	-0.2706878007095186	-0.06443761968152331	-0.10831943556962367	-0.006785220909620219	-0.11682026339560499	-0.2136700807488601	-0.046157302265027546	-0.17300932831481752	0.04020531064580905	-0.30265954990570637	0.06081615911579287	-0.18609486396569094	0.11464486941117433	-0.21965086519805488	0.08916289752348788	-0.040465643639355994	0.23155765470233347	-0.07734748846651504	0.16050937750020453	0.13799393603124435
HMAC004_4_sh	0.015678586580764913	0.5376201250051293	0.004641755804050397	0.33321033630729635	-0.09135846814829952	0.24805091838391904	-0.249740921659569	-0.11457647082796424	-0.1427491842481626	-0.07734291033805256	-0.14140921792704858	-0.20482777953760634	-0.0715797103945684	-0.16115075331828324	-4.3396132976892404E-4	-0.3209066190658574	0.07410637020332016	-0.17218622975918638	0.1340481662320465	-0.2159555074848122	0.11053154890732877	-0.02207667487115273	0.2717672419827646	-0.0746868603882168	0.08649779399714173	0.24482842589478557
HMAC004_5_sh	-0.027690690976513402	0.5642072738071247	-0.009230516468284117	0.32483530801163857	-0.07539412428621341	0.2506972322966231	-0.25998261141270856	-0.09231778932947497	-0.09888278753830573	-0.017543321913195235	-0.11571108265913123	-0.2050331367728228	-0.06003774662083604	-0.17404664862009395	0.005134232359989898	-0.2915847220449498	0.058128798012766034	-0.20380405654619377	0.10806578347766779	-0.24064732729253052	0.0982958523018021	-0.042384901158109466	0.26334683678060533	-0.08856837241327561	0.11395805702915919	0.21619046197525918
HMAC006_1_sh	-0.010931838410729249	0.5510194341035702	-0.007539011957155787	0.36924546042113676	-0.09885933422031953	0.2166688216362397	-0.21425748422930477	-0.07841566878020093	-0.10600311443228871	-0.04199138786100666	-0.11536275751631245	-0.22734170060406853	-0.06875656143457544	-0.1990705864299339	-0.02212295601476758	-0.2805731972726883	0.053802757165979556	-0.19154824536867096	0.11668722010388607	-0.22808253298727946	0.12991107308338296	-0.05139439648186726	0.23168547176914753	-0.09443724840246283	0.11174653609305765	0.25592124802723176
HMAC006_2_sh	-0.039990357040042064	0.6197887265635822	0.0013752821481720738	0.36722627493713844	-0.057416982229088906	0.24203813541958413	-0.17169228153511987	-0.0994571146517008	-0.08298897691048247	-0.059656178287545575	-0.09623719360021395	-0.20081379347392142	-0.057842124722825135	-0.1808832860576251	-0.018089361910946664	-0.28223275610128085	0.05993643897434536	-0.18501602856259267	0.09784755785766835	-0.20901430445481362	0.10464958767237621	-0.10751919449914972	0.18650397038927677	-0.1544407755725397	0.07394444090688045	0.2499802947408643
HMAC006_3_sh	0.04503493802406869	0.5968771602484387	4.6138673809554415E-4	0.3512055872155246	-0.09089200194890619	0.23038852245125757	-0.1808331167423467	-0.12561571020881693	-0.1087984283116296	-0.08898606091159592	-0.11452495319513249	-0.2435193943872846	-0.07398580003038217	-0.22133176276403765	-0.016470373393465285	-0.29076590678134173	0.049058150227572525	-0.19420094074096647	0.11869400374848621	-0.16133295646811693	0.08276101960907463	-0.014436262912060512	0.22044924562806043	-0.07863063325796076	0.0690459296465045	0.2403483585169614
HMAC006_4_sh	-0.02067339460912919	0.5586516847575459	7.105779349508255E-4	0.3416205751972621	-0.10439946211229566	0.23357896405957268	-0.23208742851877567	-0.05679827177278284	-0.09810765712313872	-0.006353559269707081	-0.11121274536028858	-0.23158182166602223	-0.06690179514080534	-0.206569227115889	0.005372586518626578	-0.2919767179831936	0.03506376333606166	-0.24636665854187234	0.1259124450627264	-0.2096657216563459	0.1063632948584734	-0.014917428402145955	0.239384215034062	-0.07877782514083123	0.1205756001195323	0.20915600753440944
HMAC007_1_sh	-0.006837885413467942	0.5240402154090568	-0.007546205779900561	0.4059432973492105	-0.10394379171048426	0.2698086014197036	-0.2104295134432124	-0.10517013830144142	-0.13363048923370358	-0.07165222238357216	-0.1106074739014758	-0.22276426879218036	-0.06915571956611885	-0.19209296330579922	-0.005704515243649452	-0.28568991541019595	0.06348426763071938	-0.18124285093363807	0.12049595822619227	-0.20927455702768763	0.11208838872421664	-0.05687221231651874	0.22299727576266196	-0.10420646966457736	0.12878970394822276	0.22917348395763998
